TenBenh
"Lưỡng tính thật 46,XX"
Viêm tuyến giáp sau đẻ
Chất tiết niệu đạo
Vết thương hở của da đầu
Hội chứng đuôi ngựa
Mày đay dị ứng
Ngộ độc thuốc Chống ho
Ngộ độc Salicylat
Thiếu men lactase bẩm sinh
Hẹp hởđộng mạch chủ
Co cứng cơ
Đi ngoài phân đen
Thiếu đồng
Cột sống
Áp xe trung thất
Hiến da
Dưỡng chấp niệu
Thoát vị hoành có hoại tử
Á vảy nến thể mảng nhỏ
Loạn dục chuyển giới
Sởi biến chứng viêm phổi J17.1
Bệnh dây thần kinh dưới lưỡi
Hội chứng kích thích sớm
"Thể khảm 46, XX/46,XY"
Dưỡng sức sau xạ trị liệu
Đa vết thương hở của cổ
gãy xương không liền
U lành của tuyến giáp
Chàm đồng tiền
Dị vật trong hầu họng
Phình to niệu quản bẩm sinh
Rối loạn phân ly thực tổn
Tật tai có hình dị thường
Viêm quanh khớp cổ tay
Đánh bạc bệnh lý
Nứt và rò ở núm vú
Cận thị
Migraine có aura
Xơ cứng toả lan
Viêm gan virut C mạn tính
Tim bên trái
Tràn dịch khớp hay tái phát
Tiêm chủng phòng sốt vàng da
Tăng tiết calcitonin
Môi nhỏ
Viêm cơ tim đơn thuần
Kén thượng bì
U hạt hình nhẫn
Viễn thị
Hẹp và tịt âm đạo
Sa da mi
Viêm nhiều khớp
Rối loạn chuyển hóa tyrosine
Nhiễm aspergillus ở phổi xâm lấn
Xốp xơ ốc tai
"Vỡ xương hàm, vỡ hở"
Loét ruột
Bệnh chuỗi gamma nặng
Nôn nghén thể trung bình
Thiếu vitamin A có quáng gà
Nhiễm Echinococcus granulosus ở phổi
Blốc nhánh trước trái
Chuyển dạ sớm và đẻ sớm
Áp xe phổi có viêm phổi
Chảy máu cam
Dị vật trong túi kết mạc
Vết thương lách
Bệnh virus vùng Tây sông Nil
Dính phúc mạc
Bệnh Alzheimer khởi phát muộn
Túi thừa bàng quang
Bệnh tularaemia thể dạ dày ruột
Viêm tuyến lệ
Hiến tủy xương
Nang tụy
U lành của trực tràng
Dáng đi mất điều vận
Gãy thân xương đùi
Vỡ xương mũi
Loạn sản nhẹ âm hộ
Xuất huyết dịch kính
Nhuyễn cơ thanh quản bẩm sinh
Sẩy thai tự nhiên
Phản ứng stress cấp
Khí sắc chu kỳ
Nhiễm mucor ở đường tiêu hóa
Rối loạn chuyển hóa sắt
U ác của thuỳ đỉnh
Pemphigoid bọng nước
Biến dạng gấp
Teo âm hộ
Chóng mặt nguồn gốc trung ương
Gãy xương đơn thuần xương mác
Sai khớp răng
Sẩn Gottron
Lichen đơn dạng mãn tính
Máy cơ mặt
"Dày thượng bì, không điển hình"
Gãy xương chậu
Đau vừa
Viêm nang lông da đầu
Lác cơ học
Lỏng nhẽo cơ
U lành buồng trứng
Tăng trương lực cơ bẩm sinh
Loãng xương tự phát
Ngộ độc Lysergid [LSD]
Tăng động
U ác của bóng Vater
Răng thừa
Giả rụng tóc pelade
Nhiễm geotrichum
Bệnh giun lan tỏa
Lợi sưng
Đau mặt không điển hình
Rối loạn hành vi tăng động
U lành của não trên lều
Bệnh tăng hồng cầu thứ phát
Polip trực tràng
Rối loạn cơ thể hóa
Viêm thần kinh tiền đình
Viêm kết giác mạc
Hội chứng Megavitamin-B6
Bàn chân gót vẹo vào trong
Hoại tử động mạch
"Gãy xương gót, gãy kín"
Blốc nhánh sau trái
Ảo giác âm thanh
Chảy máu lúc rụng trứng
Vỡ xương sàn ổ mắt
Viêm lệ đạo mãn tính
"Gãy sống thắt lưng, gãy hở"
Giảm sản thận một bên
Sống đơn độc
U lành âm đạo
Viêm túi thanh mạc ở vai
Teo tuyến giáp
Sỏi ở ruột thừa
Bệnh Von Willebrand
Ngộ độc kháng sinh Rifamycin
Áp-xe tuyến ức
Hiến giác mạc
Phì đại gai lưỡi
Loạn dưỡng móng
Rối loạn thị giác chủ quan
Vết thương động mạch cánh tay
Sẹo kết mạc
Suy tinh hoàn sau điều trị
Bệnh sarcoid phổi
Viêm toàn bộ xoang mạn
Bênh Crohn của đại tràng
Loét dương vật
Bụi phổi bông
Sởi với biến chứng ở ruột
Hư khớp liên mỏm gai
Người khỏe đi theo người ốm
U ác của âm đạo
Hở van động mạch phổi
Giả lao khớp háng
Hoại tử tủy
Nhiễm độc cá Scombroid
Xuất huyết kết mạc
"Suy thận mạn, giai đoạn 4"
Hưng cảm nhẹ
Hội chứng carcinoid
Bệnh vảy cá dạng lá
Nhiễm nấm chromoblastomycosa ở da
Viêm màng não mãn tính
Nhiễm mucor lan toả
Bệnh thoái hóa nhày ở da
Lệch thủy tinh thể bẩm sinh
Bệnh nhiễm nhômxương
Bệnh phổi ở người nuôi chim
Thiếu máu của trẻ non tháng
Viêm mủ nội nhãn
Thủng ruột
"Gãy xương mu, gãy hở"
Thương hàn
Hội chứng hạch-da-niêm mạc [Kawasaki]
Sâu giới hạn ở men
U sùi dạng nấm
Niệu quản ứ nước
Viêm xoang trán cấp
Phù thanh quản
"Vỡ xương hàm, vỡ kín"
U lành màng não
Vết thương thận
Hội chứng Wiskott-Aldrich
Á vảy nến dạng lưới
Còn ống động mạch
Hội chứng Waterhouse-Friderichsen
Nhiễm yersinia ngoài ruột
Bệnh nấm trứng đen
Rôm mụn nước
Không nghỉ và kích động
Nhiễm trùng sau gây miễn dịch
Đỏ da toàn thân
Các ngón chân phụ
"Sảng, không biệt định"
U ác của thanh môn
Nhiễm sporotrichum ở phổi
Vảy nến mủ toàn thân
Xơ gan mật thứ phát
Xơ chun nội tâm mạc
Sốc chấn thương
Gây cháy bệnh lý
đụng giập tại đầu gối
U lành của hầu - mũi
Hội chứng chi ma không đau
Đau mãn tính khó chữa
Dưỡng sức sau phẫu thuật
"Gãy xương đòn, gãy kín"
Bệnh ứ máu xoang gan
Teo thần kinh thị
Hội chứng vàng móng
Teo động mạch chủ
Bệnh tularaemia hạch ở mắt
Việc làm không thích hợp
Can lệch
Mất thận mắc phải
U ác của ngực
U lành của gan
Dính trong tử cung
Hội chứng tái tạo miễn dịch
U lành của môi
Hội chứng lưng phẳng
U lành cổ tử cung
Đục giác mạc bẩm sinh
Chứng Bạch tạng
"Gãy xương bánh chè, gãy hở"
Gãy đốt sống thắt lưng
Nhiễm độc Tetrachloroethylen
U đầu xương bàn tay
U ác của mép môi
Alpha thalassaemia
Viêm nha chu cấp
Xẹp phổi
"Vỡ vòm sọ, vỡ hở"
Đại tiện mất tự chủ
Hẹp ống sống
Gãy cổ xương đùi
U lành tuyến tùng
Chèn ép não
Ngộ độc Thuốc giảm ngon miệng
Viêm xoang sàng cấp
"Gây xương cụt, gãy kín"
Bệnh giòi ở mắt
Bệnh lý não Wernicke
Nang răng phát triển
Bệnh nhão da người già
Tắc mạch ối
U ác của trụ amiđan
Cạn kiệt
Viêm đa cơ
U lành võng mạc
Thu nhập thấp
Nhiễm độc Sulfur dioxid
"Gãy xương sườn, gãy kín"
U ác của nướu hàm dưới
Tăng gammaglobulin máu đa dòng
Lác phân kỳ đồng hành
Bàn tay hình càng cua
Thay đổi công việc
Sai khớp mỏm cùng vai-đòn
Hen hỗn hợp
Viêm mạch mạng lưới
Chảy máu sau mãn kinh
Hội chứng bụng không rõ
Bệnh virus Chikungunya
Bệnh giun capillaria đường ruột
Rôm đỏ
Dị cảm da
Bệnh vi mạch có huyết khối
U lành của Mào tinh hoàn
Kén ở chân lông
Sốt Lassa
Xoắn ruột
U lympho sarcom
Cổ chướng
Không có vòi Eustache
Nhiễm virus cự bào bẩm sinh
Bệnh sarcoid hạch bạch huyết
U lành da của môi
Tồn tại ổ nhớp
Giải mẫn cảm các dị nguyên
Loạn dục đồ vật
Chuột rút và co cứng
Nhiễm amíp ở da
Kénmàng hoạt dịch vùng khoeo [Baker]
Hội chứng dải xơ chậu chày
Bệnh Hallervorden-Spatz
Bệnh sán dây nhỏ hymenolepis
Móng tách
Sốt xuất huyết Omsk
Viêm da dầu ở đầu
Giãn ống tuyến vú
Thoát vị thanh quản
Hẹp tĩnh mạch chủ bẩm sinh
U hắc tố ác của môi
Vảy phấn trắng
Viêm mô bào ở mặt
Viêm túi thanh mạc mấu chuyển
Xu hướng tình dục quá độ
Nhiễm độc Hydrogen sulfid
Viêm vòi Eustache
Rụng lông tóc bẩm sinh
U lành của tụy nội tiết
Vết thương hở của thành bụng
Lao ở tai
Bệnh giòi ở tai
Hội chứng nhiễm HIV cấp
Vết thương hở của vai
Nhiễm bụi nhôm
U lành của trung thất
Bệnh sán spargamum
Ngộ độc Cannabis
Viêm gân ở vùng mông
Ứ nước ống nội tủy
Rối loạn lo âu lan toả
Suy giáp sau nhiễm trùng
Nhiễm độc Keton
Bàn chân gót vẹo ra ngoài
Lộn tử cung
Viêm da đầu chi liên tục
U ác bờ của lưỡi
Sâu răng ngưng tiến triển
Suy đa tuyến tự miễn
Viêm gân cơ mác
Phát hiện có rượu trong máu
